,id,result,completed_by_id,lead_time,project_id,task_id
0,117927,"[{""id"": ""bl61gHzIEq"", ""type"": ""rectanglelabels"", ""value"": {""x"": 36.13333333333333, ""y"": 44.666666666666664, ""width"": 26.533333333333335, ""height"": 32, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,12.719000000000001,353,498065
1,117929,"[{""id"": ""x_fQDEzXjF"", ""type"": ""rectanglelabels"", ""value"": {""x"": 43.2, ""y"": 30, ""width"": 20.8, ""height"": 46, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,7.114,353,498067
2,117932,"[{""id"": ""xfL428FV0x"", ""type"": ""rectanglelabels"", ""value"": {""x"": 35.86666666666667, ""y"": 16.533333333333335, ""width"": 31.333333333333332, ""height"": 54.53333333333333, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,6.005,353,498069
3,117943,"[{""id"": ""MbBBRE3g15"", ""type"": ""rectanglelabels"", ""value"": {""x"": 41.06666666666667, ""y"": 42.8, ""width"": 30.933333333333334, ""height"": 32.13333333333333, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""0fSyPP1RvS"", ""type"": ""rectanglelabels"", ""value"": {""x"": 32.53333333333333, ""y"": 40.4, ""width"": 9.733333333333333, ""height"": 12.8, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,23.849,353,498071
4,117040,"[{""id"": ""--lVH5VHnr"", ""type"": ""rectanglelabels"", ""value"": {""x"": 29.72972972972973, ""y"": 22.12837837837838, ""width"": 11.317567567567568, ""height"": 14.695945945945946, ""rotation"": 0, ""rectanglelabels"": [""headlamp""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",2,2.7319999999999998,353,498033
5,117041,"[{""id"": ""dm8PQ-LKuY"", ""type"": ""rectanglelabels"", ""value"": {""x"": 65.70945945945945, ""y"": 63.17567567567568, ""width"": 21.114864864864863, ""height"": 23.14189189189189, ""rotation"": 0, ""rectanglelabels"": [""headlamp""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",2,6.905,353,498037
6,117042,"[{""id"": ""mRqiv0d2Hu"", ""type"": ""rectanglelabels"", ""value"": {""x"": 44.42567567567568, ""y"": 46.11486486486486, ""width"": 24.324324324324323, ""height"": 24.493243243243242, ""rotation"": 0, ""rectanglelabels"": [""headlamp""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",2,3.162,353,498039
7,117043,"[{""id"": ""AJ9dk7Y141"", ""type"": ""rectanglelabels"", ""value"": {""x"": 24.66216216216216, ""y"": 46.62162162162162, ""width"": 34.45945945945946, ""height"": 26.35135135135135, ""rotation"": 0, ""rectanglelabels"": [""headlamp""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",2,3.0389999999999997,353,498041
8,117850,"[{""id"": ""OxDySQ823g"", ""type"": ""rectanglelabels"", ""value"": {""x"": 28.4, ""y"": 47.2, ""width"": 25.866666666666667, ""height"": 23.733333333333334, ""rotation"": 0, ""rectanglelabels"": [""rear_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,7.3629999999999995,353,498041
9,117840,"[{""id"": ""3yyU5_8zxL"", ""type"": ""rectanglelabels"", ""value"": {""x"": 62.4, ""y"": 27.866666666666667, ""width"": 14.133333333333333, ""height"": 9.73333333333333, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""Eu4iCVJSGL"", ""type"": ""rectanglelabels"", ""value"": {""x"": 34, ""y"": 36.666666666666664, ""width"": 37.2, ""height"": 38, ""rotation"": 0, ""rectanglelabels"": [""rear_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,2620.6820000000002,353,498035
10,117843,"[{""id"": ""soxBMfOnva"", ""type"": ""rectanglelabels"", ""value"": {""x"": 61.2, ""y"": 46.666666666666664, ""width"": 37.86666666666667, ""height"": 52.266666666666666, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,2633.442,353,498037
11,117846,"[{""id"": ""p_RfDsU17P"", ""type"": ""rectanglelabels"", ""value"": {""x"": 13.6, ""y"": 49.733333333333334, ""width"": 34, ""height"": 41.20000000000001, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""mpyVQmtbjK"", ""type"": ""rectanglelabels"", ""value"": {""x"": 73.46666666666667, ""y"": 34.93333333333332, ""width"": 14.533333333333333, ""height"": 22.4, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""hP-ZsjN1Fx"", ""type"": ""rectanglelabels"", ""value"": {""x"": 46, ""y"": 42.8, ""width"": 29.333333333333332, ""height"": 23.733333333333334, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,2653.4829999999997,353,498039
12,117945,"[{""id"": ""VTMQugIOhW"", ""type"": ""rectanglelabels"", ""value"": {""x"": 19.066666666666666, ""y"": 19.6, ""width"": 22.8, ""height"": 27.333333333333332, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""PsqCxSO71Z"", ""type"": ""rectanglelabels"", ""value"": {""x"": 30, ""y"": 57.733333333333334, ""width"": 34.666666666666664, ""height"": 20.533333333333335, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,9.301,353,498073
13,117853,"[{""id"": ""5hA0lUT6QH"", ""type"": ""rectanglelabels"", ""value"": {""x"": 14, ""y"": 77.33333333333333, ""width"": 80, ""height"": 21.333333333333332, ""rotation"": 0, ""rectanglelabels"": [""rear_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""rDIPspk_hl"", ""type"": ""rectanglelabels"", ""value"": {""x"": 21.733333333333334, ""y"": 53.46666666666667, ""width"": 57.2, ""height"": 23.733333333333334, ""rotation"": 0, ""rectanglelabels"": [""door""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,12.75,353,498043
14,117861,"[{""id"": ""xpNqBAD0iy"", ""type"": ""rectanglelabels"", ""value"": {""x"": 31.6, ""y"": 31.2, ""width"": 54.4, ""height"": 65.73333333333333, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,21.355999999999998,353,498047
15,117862,"[{""id"": ""US7E9jj-k4"", ""type"": ""rectanglelabels"", ""value"": {""x"": 18.8, ""y"": 43.733333333333334, ""width"": 78.26666666666667, ""height"": 51.6, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}, {""id"": ""qGmKdbbdn4"", ""type"": ""rectanglelabels"", ""value"": {""x"": 0.8, ""y"": 10.533333333333333, ""width"": 35.86666666666667, ""height"": 36.266666666666666, ""rotation"": 0, ""rectanglelabels"": [""front_bumper""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 1024, ""original_height"": 1024}]",131,2693.619,353,498049
