,id,result,completed_by_id,lead_time,project_id,task_id
0,125649,"[{""id"": ""75KuRyt8pS"", ""type"": ""rectanglelabels"", ""value"": {""x"": 51.09170305676856, ""y"": 34.593023255813954, ""width"": 7.423580786026201, ""height"": 17.732558139534884, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""k0_4UmuWRc"", ""type"": ""rectanglelabels"", ""value"": {""x"": 42.5764192139738, ""y"": 33.43023255813954, ""width"": 8.51528384279476, ""height"": 16.569767441860463, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""rqvQ1ox6ow"", ""type"": ""rectanglelabels"", ""value"": {""x"": 39.082969432314414, ""y"": 32.848837209302324, ""width"": 3.493449781659389, ""height"": 7.267441860465116, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""sCw4unLt8O"", ""type"": ""rectanglelabels"", ""value"": {""x"": 28.602620087336245, ""y"": 29.069767441860463, ""width"": 5.458515283842795, ""height"": 9.30232558139535, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""oL3sn3GQlO"", ""type"": ""rectanglelabels"", ""value"": {""x"": 24.890829694323145, ""y"": 31.686046511627907, ""width"": 6.550218340611353, ""height"": 11.337209302325581, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""namSq8VzeC"", ""type"": ""rectanglelabels"", ""value"": {""x"": 20.524017467248907, ""y"": 31.976744186046513, ""width"": 5.458515283842795, ""height"": 11.046511627906977, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""_mZvDDdtyh"", ""type"": ""rectanglelabels"", ""value"": {""x"": 9.388646288209607, ""y"": 31.976744186046513, ""width"": 5.240174672489083, ""height"": 11.337209302325581, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""7WSQErvJ3_"", ""type"": ""rectanglelabels"", ""value"": {""x"": 8.951965065502183, ""y"": 48.83720930232558, ""width"": 8.296943231441048, ""height"": 8.430232558139535, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""0ey07E0p3Z"", ""type"": ""rectanglelabels"", ""value"": {""x"": 4.366812227074236, ""y"": 46.80232558139535, ""width"": 6.550218340611353, ""height"": 8.13953488372093, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""YMHcNVsIPj"", ""type"": ""rectanglelabels"", ""value"": {""x"": 0.2183406113537118, ""y"": 35.75581395348837, ""width"": 1.3100436681222707, ""height"": 10.174418604651162, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""qIzlGnhlgz"", ""type"": ""rectanglelabels"", ""value"": {""x"": 0.6550218340611353, ""y"": 36.91860465116279, ""width"": 4.585152838427947, ""height"": 12.209302325581396, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""pqZF401U7Z"", ""type"": ""rectanglelabels"", ""value"": {""x"": 3.2751091703056767, ""y"": 38.95348837209303, ""width"": 5.240174672489083, ""height"": 10.174418604651162, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""UiIDOqn3AK"", ""type"": ""rectanglelabels"", ""value"": {""x"": 8.733624454148472, ""y"": 39.24418604651163, ""width"": 2.8384279475982535, ""height"": 7.558139534883721, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""8cZ2P0wSuG"", ""type"": ""rectanglelabels"", ""value"": {""x"": 81.87772925764192, ""y"": 61.627906976744185, ""width"": 17.903930131004365, ""height"": 29.36046511627907, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""sLdCr_R2PL"", ""type"": ""rectanglelabels"", ""value"": {""x"": 54.585152838427945, ""y"": 52.616279069767444, ""width"": 10.262008733624453, ""height"": 28.197674418604652, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""ApjJS6PK3V"", ""type"": ""rectanglelabels"", ""value"": {""x"": 18.777292576419214, ""y"": 66.56976744186046, ""width"": 5.895196506550218, ""height"": 4.651162790697675, ""rotation"": 0, ""rectanglelabels"": [""keyboard""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""3-5h2Jj2bw"", ""type"": ""rectanglelabels"", ""value"": {""x"": 5.458515283842795, ""y"": 55.81395348837209, ""width"": 19.868995633187772, ""height"": 17.441860465116278, ""rotation"": 0, ""rectanglelabels"": [""laptop""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""Fp1Ex4BIrA"", ""type"": ""rectanglelabels"", ""value"": {""x"": 52.18340611353712, ""y"": 13.953488372093023, ""width"": 33.624454148471614, ""height"": 80.52325581395348, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""AZMmJZswE_"", ""type"": ""rectanglelabels"", ""value"": {""x"": 36.68122270742358, ""y"": 38.66279069767442, ""width"": 20.524017467248907, ""height"": 39.24418604651163, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""cEasXtqaTo"", ""type"": ""rectanglelabels"", ""value"": {""x"": 13.318777292576419, ""y"": 21.22093023255814, ""width"": 1.3100436681222707, ""height"": 8.430232558139535, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""2r0ai1nvSB"", ""type"": ""rectanglelabels"", ""value"": {""x"": 11.790393013100436, ""y"": 22.093023255813954, ""width"": 1.965065502183406, ""height"": 5.813953488372093, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""7VJUqbbKND"", ""type"": ""rectanglelabels"", ""value"": {""x"": 16.593886462882097, ""y"": 22.38372093023256, ""width"": 1.5283842794759825, ""height"": 7.558139534883721, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""oNXTtDjm2D"", ""type"": ""rectanglelabels"", ""value"": {""x"": 15.502183406113538, ""y"": 20.348837209302324, ""width"": 0.8733624454148472, ""height"": 6.686046511627907, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""jvhTWT8xP2"", ""type"": ""rectanglelabels"", ""value"": {""x"": 28.602620087336245, ""y"": 24.127906976744185, ""width"": 1.965065502183406, ""height"": 5.813953488372093, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""U-BPzPIPaq"", ""type"": ""rectanglelabels"", ""value"": {""x"": 0.2183406113537118, ""y"": 71.51162790697674, ""width"": 91.48471615720524, ""height"": 27.61627906976744, ""rotation"": 0, ""rectanglelabels"": [""dining table""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""zp7zC63tAY"", ""type"": ""rectanglelabels"", ""value"": {""x"": 0.4366812227074236, ""y"": 49.127906976744185, ""width"": 20.524017467248907, ""height"": 18.8953488372093, ""rotation"": 0, ""rectanglelabels"": [""dining table""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""j6V5SxfJhf"", ""type"": ""rectanglelabels"", ""value"": {""x"": 32.96943231441048, ""y"": 32.26744186046512, ""width"": 13.755458515283843, ""height"": 11.046511627906977, ""rotation"": 0, ""rectanglelabels"": [""dining table""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""vd8smNRKyc"", ""type"": ""rectanglelabels"", ""value"": {""x"": 33.624454148471614, ""y"": 20.348837209302324, ""width"": 4.366812227074236, ""height"": 11.627906976744185, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""4c1e0OIghG"", ""type"": ""rectanglelabels"", ""value"": {""x"": 38.8646288209607, ""y"": 20.930232558139537, ""width"": 2.183406113537118, ""height"": 5.232558139534884, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""CNgXxMS01_"", ""type"": ""rectanglelabels"", ""value"": {""x"": 69.21397379912663, ""y"": 17.151162790697665, ""width"": 6.768558951965076, ""height"": 14.534883720930226, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""fKTaZtsBFa"", ""type"": ""rectanglelabels"", ""value"": {""x"": 65.06550218340611, ""y"": 18.313953488372093, ""width"": 2.8384279475982535, ""height"": 5.232558139534884, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""uv3USKAhQ5"", ""type"": ""rectanglelabels"", ""value"": {""x"": 79.69432314410476, ""y"": 28.77906976744186, ""width"": 10.480349344978235, ""height"": 22.38372093023256, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""yeCNPCU3hn"", ""type"": ""rectanglelabels"", ""value"": {""x"": 46.506550218340614, ""y"": 17.732558139534884, ""width"": 5.240174672489083, ""height"": 19.767441860465116, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""gsW0pV7oBI"", ""type"": ""rectanglelabels"", ""value"": {""x"": 21.83406113537118, ""y"": 22.093023255813954, ""width"": 2.4017467248908297, ""height"": 6.104651162790698, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""yVOePsvhX-"", ""type"": ""rectanglelabels"", ""value"": {""x"": 19.868995633187772, ""y"": 22.38372093023256, ""width"": 2.6200873362445414, ""height"": 5.232558139534884, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",35,435.14599999999996,342,497016
1,129405,"[{""id"": ""dCBSJcYsAY"", ""type"": ""rectanglelabels"", ""value"": {""x"": 52.72727272727273, ""y"": 14.285714285714286, ""width"": 13.272727272727273, ""height"": 26.634382566585955, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""PMAIeYBHYc"", ""type"": ""rectanglelabels"", ""value"": {""x"": 36.72727272727273, ""y"": 39.70944309927361, ""width"": 13.636363636363637, ""height"": 20.581113801452783, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""49Au_-tUWi"", ""type"": ""rectanglelabels"", ""value"": {""x"": 70, ""y"": 15.012106537530267, ""width"": 6.545454545454546, ""height"": 9.685230024213075, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""R3uD9LUHOu"", ""type"": ""rectanglelabels"", ""value"": {""x"": 48, ""y"": 15.254237288135593, ""width"": 4.909090909090909, ""height"": 11.138014527845037, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""k5SbCug4cd"", ""type"": ""rectanglelabels"", ""value"": {""x"": 34.54545454545455, ""y"": 17.433414043583536, ""width"": 4.181818181818182, ""height"": 7.990314769975787, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""hnmskwVRml"", ""type"": ""rectanglelabels"", ""value"": {""x"": 28.181818181818183, ""y"": 22.276029055690074, ""width"": 2.3636363636363638, ""height"": 3.389830508474576, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""cPMRnMrJc7"", ""type"": ""rectanglelabels"", ""value"": {""x"": 16.545454545454547, ""y"": 20.09685230024213, ""width"": 2.727272727272727, ""height"": 4.600484261501211, ""rotation"": 0, ""rectanglelabels"": [""person""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""3sJhigymT4"", ""type"": ""rectanglelabels"", ""value"": {""x"": 80.72727272727273, ""y"": 30.26634382566586, ""width"": 6.7272727272727275, ""height"": 7.506053268765133, ""rotation"": 0, ""rectanglelabels"": [""book""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""pu7wGIkBdT"", ""type"": ""rectanglelabels"", ""value"": {""x"": 55.45454545454545, ""y"": 86.92493946731234, ""width"": 9.272727272727273, ""height"": 11.138014527845037, ""rotation"": 0, ""rectanglelabels"": [""book""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""8luJTqLXOJ"", ""type"": ""rectanglelabels"", ""value"": {""x"": 5.2727272727272725, ""y"": 54.23728813559322, ""width"": 20.727272727272727, ""height"": 17.675544794188863, ""rotation"": 0, ""rectanglelabels"": [""laptop""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""mOoVoyLhGC"", ""type"": ""rectanglelabels"", ""value"": {""x"": 88.18181818181819, ""y"": 60.29055690072639, ""width"": 11.636363636363637, ""height"": 24.213075060532688, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""MMzChedVX3"", ""type"": ""rectanglelabels"", ""value"": {""x"": 9.818181818181818, ""y"": 49.152542372881356, ""width"": 8, ""height"": 5.084745762711864, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""KJFZBYCYzJ"", ""type"": ""rectanglelabels"", ""value"": {""x"": 3.8181818181818183, ""y"": 45.27845036319613, ""width"": 6.363636363636363, ""height"": 6.779661016949152, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""bauAxSUKsC"", ""type"": ""rectanglelabels"", ""value"": {""x"": 1.6363636363636365, ""y"": 33.898305084745765, ""width"": 3.4545454545454546, ""height"": 8.232445520581114, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""muphL4PzCL"", ""type"": ""rectanglelabels"", ""value"": {""x"": 10.727272727272727, ""y"": 30.024213075060533, ""width"": 3.4545454545454546, ""height"": 6.5375302663438255, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""71PZiTuMLv"", ""type"": ""rectanglelabels"", ""value"": {""x"": 19.636363636363637, ""y"": 29.53995157384988, ""width"": 4.181818181818182, ""height"": 7.021791767554479, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""hxaPJ6BAxf"", ""type"": ""rectanglelabels"", ""value"": {""x"": 28.545454545454547, ""y"": 28.571428571428573, ""width"": 4.7272727272727275, ""height"": 5.5690072639225185, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",242,58.47,342,497016
2,116310,"[{""id"": ""NCUlgX1J_3"", ""type"": ""rectanglelabels"", ""value"": {""x"": 54.791666666666664, ""y"": 31.875, ""width"": 25, ""height"": 27.8125, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 480, ""original_height"": 640}]",2,1.77,342,497066
3,116311,"[{""id"": ""ZZ_M7RDrk0"", ""type"": ""rectanglelabels"", ""value"": {""x"": 45.608108108108105, ""y"": 48.717948717948715, ""width"": 20.777027027027028, ""height"": 31.794871794871796, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 421}]",2,1.6130000000000002,342,497068
4,116312,"[{""id"": ""KbpMvsyDny"", ""type"": ""rectanglelabels"", ""value"": {""x"": 37.954939341421145, ""y"": 42.725173210161664, ""width"": 26.863084922010398, ""height"": 35.56581986143187, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",2,1.959,342,497070
5,116206,"[{""id"": ""1HWNxKpH0n"", ""type"": ""rectanglelabels"", ""value"": {""x"": 9.84375, ""y"": 51.875, ""width"": 16.09375, ""height"": 19.583333333333332, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""E3vxPdXYDf"", ""type"": ""rectanglelabels"", ""value"": {""x"": 46.71875, ""y"": 67.91666666666667, ""width"": 10.3125, ""height"": 13.333333333333334, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""uACQh6TSDy"", ""type"": ""rectanglelabels"", ""value"": {""x"": 58.125, ""y"": 53.541666666666664, ""width"": 12.96875, ""height"": 18.75, ""rotation"": 0, ""rectanglelabels"": [""chair""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""ko8-jifUBO"", ""type"": ""rectanglelabels"", ""value"": {""x"": 39.53125, ""y"": 60.416666666666664, ""width"": 56.25, ""height"": 38.958333333333336, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",2,29.826,342,497002
6,116207,"[{""id"": ""jsfMDNknBS"", ""type"": ""rectanglelabels"", ""value"": {""x"": 48.4375, ""y"": 61.458333333333336, ""width"": 27.65625, ""height"": 16.041666666666668, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""NJjlzyVEd7"", ""type"": ""rectanglelabels"", ""value"": {""x"": 38.90625, ""y"": 77.70833333333333, ""width"": 22.96875, ""height"": 16.875, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}, {""id"": ""Jd55R7Rwow"", ""type"": ""rectanglelabels"", ""value"": {""x"": 69.0625, ""y"": 83.95833333333333, ""width"": 29.53125, ""height"": 5.833333333333333, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",2,7.843,342,497004
7,116313,"[{""id"": ""9qJcpH_wdO"", ""type"": ""rectanglelabels"", ""value"": {""x"": 31.41891891891892, ""y"": 41.265822784810126, ""width"": 17.06081081081081, ""height"": 36.45569620253165, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 427}]",2,1.6669999999999998,342,497072
8,116314,"[{""id"": ""MrQ7F6QnQV"", ""type"": ""rectanglelabels"", ""value"": {""x"": 17.157712305025996, ""y"": 21.939953810623557, ""width"": 23.223570190641247, ""height"": 36.25866050808314, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 480}]",2,2.351,342,497074
9,116315,"[{""id"": ""Foum-kTv_Q"", ""type"": ""rectanglelabels"", ""value"": {""x"": 32.432432432432435, ""y"": 27.66497461928934, ""width"": 22.972972972972972, ""height"": 37.30964467005076, ""rotation"": 0, ""rectanglelabels"": [""couch""]}, ""to_name"": ""image"", ""from_name"": ""label"", ""image_rotation"": 0, ""original_width"": 640, ""original_height"": 426}]",2,1.97,342,497076
